year,state_po,candidate,party,candidatevotes,totalvotes
2008,IL,,new,1149,5522371
2008,IL,,,11,5522371
2008,IN,"Obama, Barack H.",democrat,1374039,2751054
2008,IN,"McCain, John",republican,1345648,2751054
2008,IN,"Barr, Bob",libertarian,29257,2751054
2008,IN,,,1201,2751054
2008,IN,"Nader, Ralph",independent,909,2751054
2008,IA,"Obama, Barack H.",democrat,828940,1537123
2008,IA,"McCain, John",republican,682379,1537123
2008,IA,"Nader, Ralph",peace & freedom,8014,1537123
2008,IA,,,6737,1537123
2008,IA,"Barr, Bob",libertarian,4590,1537123
2008,IA,"Baldwin, Charles """"Chuck""""",constitution party,4445,1537123
2008,IA,"McKinney, Cynthia",green,1423,1537123
2008,IA,"Harris, James",socialist workers,292,1537123
2008,IA,"Moore, Brian",socialist,182,1537123
2008,IA,"La Riva, Gloria Estella",socialism and liberation party,121,1537123
2008,KS,"McCain, John",republican,699655,1235872
2008,KS,"Obama, Barack H.",democrat,514765,1235872
2008,KS,"Nader, Ralph",independent,10598,1235872
2008,KS,"Barr, Bob",libertarian,6706,1235872
2008,KS,"Baldwin, Charles """"Chuck""""",reform party,4148,1235872
2008,KY,"McCain, John",republican,1048462,1826620
2008,KY,"Obama, Barack H.",democrat,751985,1826620
2008,KY,"Nader, Ralph",independent,15378,1826620
2008,KY,"Barr, Bob",libertarian,5989,1826620
2008,KY,"Baldwin, Charles """"Chuck""""",constitution party,4694,1826620
2008,KY,,,112,1826620
2008,LA,"McCain, John",republican,1148275,1960761
2008,LA,"Obama, Barack H.",democrat,782989,1960761
2008,LA,"Paul, Ronald """"Ron""""",louisiana taxpayers party,9368,1960761
2008,LA,"McKinney, Cynthia",green,9187,1960761
2008,LA,"Nader, Ralph",independent,6997,1960761
2008,LA,"Baldwin, Charles """"Chuck""""",constitution party,2581,1960761
2008,LA,"Harris, James",socialist workers,735,1960761
2008,LA,"La Riva, Gloria Estella",socialism and liberation party,354,1960761
2008,LA,"Amondson, Gene",prohibition,275,1960761
2008,ME,"Obama, Barack H.",democrat,421923,731163
2008,ME,"McCain, John",republican,295273,731163
2008,ME,"Nader, Ralph",independent,10636,731163
2008,ME,"McKinney, Cynthia",green,2900,731163
2008,ME,Other,,431,731163
2008,MD,"Obama, Barack H.",democrat,1629467,2631596
2008,MD,"McCain, John",republican,959862,2631596
2008,MD,"Nader, Ralph",independent,14713,2631596
2008,MD,"Barr, Bob",libertarian,9842,2631596
2008,MD,,,9205,2631596
2008,MD,"McKinney, Cynthia",green,4747,2631596
2008,MD,"Baldwin, Charles """"Chuck""""",constitution party,3760,2631596
2008,MA,"Obama, Barack H.",democrat,1904097,3102995
2008,MA,"McCain, John",republican,1108854,3102995
2008,MA,"Nader, Ralph",independent,28841,3102995
2008,MA,Blank Vote/Scattering,,22010,3102995
2008,MA,Other,,14483,3102995
2008,MA,"Barr, Bob",libertarian,13189,3102995
2008,MA,"McKinney, Cynthia",green,6550,3102995
2008,MA,"Baldwin, Charles """"Chuck""""",constitution party,4971,3102995
2008,MI,"Obama, Barack H.",democrat,2872579,5001596
2008,MI,"McCain, John",republican,2048639,5001596
2008,MI,"Nader, Ralph",natural law,33085,5001596
2008,MI,"Barr, Bob",libertarian,23716,5001596
2008,MI,"Baldwin, Charles """"Chuck""""",u.s. taxpayers party,14685,5001596
2008,MI,"McKinney, Cynthia",green,8892,5001596
2008,MN,"Obama, Barack H.",democrat,1573354,2910369
2008,MN,"McCain, John",republican,1275409,2910369
2008,MN,"Nader, Ralph",independent,30152,2910369
2008,MN,,,9529,2910369
2008,MN,"Barr, Bob",libertarian,9174,2910369
2008,MN,"Baldwin, Charles """"Chuck""""",constitution party,6787,2910369
2008,MN,"McKinney, Cynthia",green,5174,2910369
2008,MN,"Calero, Roger",socialist workers,790,2910369
2008,MS,"McCain, John",republican,724597,1289865
2008,MS,"Obama, Barack H.",democrat,554662,1289865
2008,MS,"Nader, Ralph",independent,4011,1289865
2008,MS,"Baldwin, Charles """"Chuck""""",constitution party,2551,1289865
2008,MS,"Barr, Bob",libertarian,2529,1289865
2008,MS,"McKinney, Cynthia",green,1034,1289865
2008,MS,"Weill, Ted",reform party,481,1289865
2008,MO,"McCain, John",republican,1445814,2925205
2008,MO,"Obama, Barack H.",democrat,1441911,2925205
2008,MO,"Nader, Ralph",independent,17813,2925205
2008,MO,"Barr, Bob",libertarian,11386,2925205
2008,MO,"Baldwin, Charles """"Chuck""""",constitution party,8201,2925205
2008,MO,"McKinney, Cynthia",,80,2925205
2008,MT,"McCain, John",republican,242763,490109
2008,MT,"Obama, Barack H.",democrat,231667,490109
2008,MT,"Paul, Ronald """"Ron""""",constitution party,10638,490109
2008,MT,"Nader, Ralph",independent,3686,490109
2008,MT,"Barr, Bob",libertarian,1355,490109
2008,NE,"McCain, John",republican,452979,801281
2008,NE,"Obama, Barack H.",democrat,333319,801281
2008,NE,"Nader, Ralph",independent,5406,801281
2008,NE,"Baldwin, Charles """"Chuck""""",nebraska party,2972,801281
2008,NE,,,2837,801281
2008,NE,"Barr, Bob",libertarian,2740,801281
2008,NE,"McKinney, Cynthia",green,1028,801281
2008,NV,"Obama, Barack H.",democrat,533736,967848
2008,NV,"McCain, John",republican,412827,967848
2008,NV,None Of These Candidates,,6267,967848
2008,NV,"Nader, Ralph",independent,6150,967848
2008,NV,"Barr, Bob",libertarian,4263,967848
2008,NV,"Baldwin, Charles """"Chuck""""",independent american,3194,967848
2008,NV,"McKinney, Cynthia",green,1411,967848
2008,NH,"Obama, Barack H.",democrat,384826,710970
2008,NH,"McCain, John",republican,316534,710970
2008,NH,"Nader, Ralph",independent,3503,710970
2008,NH,,,3359,710970
2008,NH,"Barr, Bob",libertarian,2748,710970
2008,NJ,"Obama, Barack H.",democrat,2215422,3868237
2008,NJ,"McCain, John",republican,1613207,3868237
2008,NJ,"Nader, Ralph",independent,21298,3868237
2008,NJ,"Barr, Bob",libertarian,8441,3868237
2008,NJ,"Baldwin, Charles """"Chuck""""",constitution party,3956,3868237
2008,NJ,"McKinney, Cynthia",green,3636,3868237
2008,NJ,"Moore, Brian",socialist,699,3868237
2008,NJ,"Boss, Jeffery",vote here,639,3868237
2008,NJ,"Calero, Roger",socialist workers,523,3868237
2008,NJ,"La Riva, Gloria Estella",socialism and liberation party,416,3868237
2008,NM,"Obama, Barack H.",democrat,472422,830158
2008,NM,"McCain, John",republican,346832,830158
2008,NM,"Nader, Ralph",independent,5327,830158
2008,NM,"Barr, Bob",libertarian,2428,830158
2008,NM,"Baldwin, Charles """"Chuck""""",constitution party,1597,830158
2008,NM,"McKinney, Cynthia",green,1552,830158
2008,NY,"Obama, Barack H.",democrat,4645332,7722019
2008,NY,"McCain, John",republican,2418323,7722019
2008,NY,"McCain, John",conservative,170475,7722019
2008,NY,"McCain, John",independence,163973,7722019
2008,NY,"Obama, Barack H.",working families,159613,7722019
2008,NY,Blank Vote/Scattering,,84701,7722019
2008,NY,"Nader, Ralph",populist,41249,7722019
2008,NY,"Barr, Bob",libertarian,19596,7722019
2008,NY,"McKinney, Cynthia",green,12801,7722019
2008,NY,"Harris, James",socialist workers,3615,7722019
2008,NY,"La Riva, Gloria Estella",socialism and liberation party,1639,7722019
2008,NY,,,702,7722019
2008,NC,"Obama, Barack H.",democrat,2142651,4310851
2008,NC,"McCain, John",republican,2128474,4310851
2008,NC,"Barr, Bob",libertarian,25722,4310851
2008,NC,,,12494,4310851
2008,NC,"Nader, Ralph",independent,1510,4310851
2008,ND,"McCain, John",republican,168601,316621
2008,ND,"Obama, Barack H.",democrat,141278,316621
2008,ND,"Nader, Ralph",independent,4189,316621
2008,ND,"Barr, Bob",libertarian,1354,316621
2008,ND,"Baldwin, Charles """"Chuck""""",constitution party,1199,316621
2008,OH,"Obama, Barack H.",democrat,2940044,5708350
2008,OH,"McCain, John",republican,2677820,5708350
2008,OH,"Nader, Ralph",independent,46242,5708350
2008,OH,"Barr, Bob",libertarian,19917,5708350
2008,OH,"Baldwin, Charles """"Chuck""""",constitution party,12565,5708350
2008,OH,"McKinney, Cynthia",green,8518,5708350
2008,OH,"Moore, Brian",socialist,2735,5708350
2008,OH,,independent,509,5708350
2008,OK,"McCain, John",republican,960165,1462661
2008,OK,"Obama, Barack H.",democrat,502496,1462661
2008,OR,"Obama, Barack H.",democrat,1037291,1827864
2008,OR,"McCain, John",republican,738475,1827864
2008,OR,"Nader, Ralph",peace party,18614,1827864
2008,OR,Other,,13613,1827864
2008,OR,"Baldwin, Charles """"Chuck""""",constitution party,7693,1827864
2008,OR,,libertarian,7635,1827864
2008,OR,"McKinney, Cynthia",green,4543,1827864
2008,PA,"Obama, Barack H.",democrat,3276363,6013272
2008,PA,"McCain, John",republican,2655885,6013272
2008,PA,"Nader, Ralph",independent,42977,6013272
2008,PA,"Barr, Bob",libertarian,19912,6013272
2008,PA,,,9955,6013272
2008,PA,Scattering,,8180,6013272
2008,RI,"Obama, Barack H.",democrat,296571,471766
2008,RI,"McCain, John",republican,165391,471766
2008,RI,"Nader, Ralph",independent,4829,471766
2008,RI,,,1999,471766
2008,RI,"Barr, Bob",libertarian,1382,471766
2008,RI,"McKinney, Cynthia",green,797,471766
2008,RI,"Baldwin, Charles """"Chuck""""",constitution party,675,471766
2008,RI,"La Riva, Gloria Estella",socialism and liberation party,122,471766
2008,SC,"McCain, John",republican,1034896,1920969
2008,SC,"Obama, Barack H.",democrat,862449,1920969
2008,SC,"Barr, Bob",libertarian,7283,1920969
2008,SC,"Baldwin, Charles """"Chuck""""",constitution party,6827,1920969
2008,SC,"Nader, Ralph",independent,5053,1920969
2008,SC,"McKinney, Cynthia",green,4461,1920969
2008,SD,"McCain, John",republican,203054,381975
2008,SD,"Obama, Barack H.",democrat,170924,381975
2008,SD,"Nader, Ralph",independent,4267,381975
2008,SD,"Baldwin, Charles """"Chuck""""",constitution party,1895,381975
2008,SD,"Barr, Bob",libertarian,1835,381975
2008,TN,"McCain, John",republican,1479178,2599749
2008,TN,"Obama, Barack H.",democrat,1087437,2599749
2008,TN,,independent,33134,2599749
2008,TX,"McCain, John",republican,4479328,8077795
2008,TX,"Obama, Barack H.",democrat,3528633,8077795
2008,TX,"Barr, Bob",libertarian,56116,8077795
2008,TX,,,7967,8077795
2008,TX,"Nader, Ralph",independent,5751,8077795
2008,UT,"McCain, John",republican,596030,952370
2008,UT,"Obama, Barack H.",democrat,327670,952370
2008,UT,"Baldwin, Charles """"Chuck""""",constitution party,12012,952370
2008,UT,"Nader, Ralph",peace & freedom,8416,952370
2008,UT,"Barr, Bob",libertarian,6966,952370
2008,UT,"McKinney, Cynthia",green,982,952370
2008,UT,"La Riva, Gloria Estella",socialism and liberation party,262,952370
2008,UT,,,32,952370
2008,VT,"Obama, Barack H.",democrat,219262,325046
2008,VT,"McCain, John",republican,98974,325046
2008,VT,"Nader, Ralph",independent,3339,325046
2008,VT,,,1464,325046
2008,VT,"Barr, Bob",libertarian,1067,325046
2008,VT,"Baldwin, Charles """"Chuck""""",constitution party,500,325046
2008,VT,"Calero, Roger",socialist workers,150,325046
2008,VT,"La Riva, Gloria Estella",socialism and liberation party,149,325046
2008,VT,"Moore, Brian",liberty union party,141,325046
2008,VA,"Obama, Barack H.",democrat,1959532,3723260
2008,VA,"McCain, John",republican,1725005,3723260
2008,VA,"Nader, Ralph",independent,11483,3723260
2008,VA,"Barr, Bob",libertarian,11067,3723260
2008,VA,"Baldwin, Charles """"Chuck""""",independent green,7474,3723260
2008,VA,,,6355,3723260
2008,VA,"McKinney, Cynthia",green,2344,3723260
2008,WA,"Obama, Barack H.",democrat,1750848,3036878
2008,WA,"McCain, John",republican,1229216,3036878
2008,WA,"Nader, Ralph",independent,29489,3036878
2008,WA,"Barr, Bob",libertarian,12728,3036878
2008,WA,"Baldwin, Charles """"Chuck""""",constitution party,9432,3036878
2008,WA,"McKinney, Cynthia",green,3819,3036878
2008,WA,"La Riva, Gloria Estella",socialism and liberation party,705,3036878
2008,WA,"Harris, James",socialist workers,641,3036878
2008,WV,"McCain, John",republican,397466,713451
2008,WV,"Obama, Barack H.",democrat,303857,713451
2008,WV,"Nader, Ralph",independent,7219,713451
2008,WV,"Baldwin, Charles """"Chuck""""",constitution party,2465,713451
2008,WV,"McKinney, Cynthia",mountain party,2355,713451
2008,WV,,,89,713451
2008,WI,"Obama, Barack H.",democrat,1677211,2983417
2008,WI,"McCain, John",republican,1262393,2983417
2008,WI,"Nader, Ralph",independent,17605,2983417
2008,WI,"Barr, Bob",libertarian,8858,2983417
2008,WI,Scattering,,6521,2983417
2008,WI,"Baldwin, Charles """"Chuck""""",constitution party,5072,2983417
2008,WI,"McKinney, Cynthia",green,4216,2983417
2008,WI,"Wamboldt, Jeffrey",we the people,764,2983417
2008,WI,"Moore, Brian",socialist party usa,540,2983417
2008,WI,"La Riva, Gloria Estella",socialism and liberation party,237,2983417
2008,WY,"McCain, John",republican,164958,254904
2008,WY,"Obama, Barack H.",democrat,82868,254904
2008,WY,,independent,3717,254904
2008,WY,"Barr, Bob",libertarian,1594,254904
2008,WY,,,1521,254904
2008,WY,Over Vote,,246,254904
2012,AL,"Romney, Mitt",republican,1255925,2074338
2012,AL,"Obama, Barack H.",democrat,795696,2074338
2012,AL,,independent,18706,2074338
2012,AL,,,4011,2074338
2012,AK,"Romney, Mitt",republican,164676,300495
2012,AK,"Obama, Barack H.",democrat,122640,300495
2012,AK,"Johnson, Gary",libertarian,7392,300495
2012,AK,"Stein, Jill",green,2917,300495
2012,AK,,,2870,300495
2012,AZ,"Romney, Mitt",republican,1233654,2299254
2012,AZ,"Obama, Barack H.",democrat,1025232,2299254
2012,AZ,"Johnson, Gary",libertarian,32100,2299254
2012,AZ,"Stein, Jill",green,7816,2299254
2012,AZ,,,452,2299254
2012,AR,"Romney, Mitt",republican,647744,1069468
2012,AR,"Obama, Barack H.",democrat,394409,1069468
2012,AR,"Johnson, Gary",libertarian,16276,1069468
2012,AR,"Stein, Jill",green,9305,1069468
2012,AR,"La Riva, Gloria Estella",socialism and liberation party,1734,1069468
2012,CA,"Obama, Barack H.",democrat,7854285,13038547
2012,CA,"Romney, Mitt",republican,4839958,13038547
2012,CA,"Johnson, Gary",libertarian,143221,13038547
2012,CA,"Stein, Jill",green,85638,13038547
2012,CA,"Barr, Roseanne",peace & freedom,53824,13038547
2012,CA,"Hoefling, Thomas Conrad """"Tom""""",american independent party,38372,13038547
2012,CA,,,23249,13038547
2012,CO,"Obama, Barack H.",democrat,1323101,2569516
2012,CO,"Romney, Mitt",republican,1185243,2569516
2012,CO,"Johnson, Gary",libertarian,35545,2569516
2012,CO,"Stein, Jill",green,7508,2569516
2012,CO,"Goode, Virgil Hamlin, Jr.",american constitution party,6234,2569516
2012,CO,"Barr, Roseanne",peace & freedom,5057,2569516
2012,CO,"Reed, Jill Ann",no party affiliation,2588,2569516
2012,CO,"Anderson, Ross Carl """"Rocky""""",justice,1262,2569516
2012,CO,"Tittle, Sheila """"Samm""""",we the people,791,2569516
2012,CO,"Hoefling, Thomas Conrad """"Tom""""",america's party,679,2569516
2012,CO,"La Riva, Gloria Estella",socialism and liberation party,317,2569516
2012,CO,"Alexander, Stewart",socialist,308,2569516
2012,CO,"Miller, Merlin",american third position,267,2569516
2012,CO,"Stevens, Thomas Robert """"Tom""""",objectivist party,235,2569516
2012,CO,"Harris, James",socialist workers,192,2569516
2012,CO,"White, Jerry",socialist equality party,189,2569516
2012,CT,"Obama, Barack H.",democrat,905083,1558204
2012,CT,"Romney, Mitt",republican,634892,1558204
2012,CT,"Johnson, Gary",libertarian,12340,1558204
2012,CT,,independent,4971,1558204
2012,CT,,,918,1558204
2012,DE,"Obama, Barack H.",democrat,242584,413890
2012,DE,"Romney, Mitt",republican,165484,413890
2012,DE,"Johnson, Gary",libertarian,3882,413890
2012,DE,"Stein, Jill",green,1940,413890
2012,DC,"Obama, Barack H.",democrat,267070,293764
2012,DC,"Romney, Mitt",republican,21381,293764
2012,DC,"Stein, Jill",d.c. statehood green,2458,293764
2012,DC,"Johnson, Gary",libertarian,2083,293764
2012,DC,,,772,293764
2012,FL,"Obama, Barack H.",democrat,4237756,8474179
2012,FL,"Romney, Mitt",republican,4163447,8474179
2012,FL,"Johnson, Gary",libertarian,44726,8474179
2012,FL,"Stein, Jill",green,8947,8474179
2012,FL,"Barr, Roseanne",peace & freedom,8154,8474179
2012,FL,"Stevens, Thomas Robert """"Tom""""",objectivist party,3856,8474179
2012,FL,"Goode, Virgil Hamlin, Jr.",constitution party,2607,8474179
2012,FL,"Anderson, Ross Carl """"Rocky""""",justice,1754,8474179
2012,FL,"Hoefling, Thomas Conrad """"Tom""""",american independent,946,8474179
2012,FL,"Barnett, Andre",reform party,820,8474179
2012,FL,"Alexander, Stewart",socialist,799,8474179
2012,FL,"Lindsay, Peta",socialism and liberation party,322,8474179
2012,FL,,,45,8474179
2012,GA,"Romney, Mitt",republican,2078688,3897839
2012,GA,"Obama, Barack H.",democrat,1773827,3897839
2012,GA,"Johnson, Gary",libertarian,45324,3897839
2012,HI,"Obama, Barack H.",democrat,306658,437159
2012,HI,"Romney, Mitt",republican,121015,437159
2012,HI,"Johnson, Gary",libertarian,3840,437159
2012,HI,"Stein, Jill",green,3184,437159
2012,HI,Blank Vote,,2227,437159
2012,HI,Over Vote,,235,437159
2012,ID,"Romney, Mitt",republican,420911,652274
2012,ID,"Obama, Barack H.",democrat,212787,652274
2012,ID,"Johnson, Gary",libertarian,9453,652274
2012,ID,,independent,6901,652274
2012,ID,"Goode, Virgil Hamlin, Jr.",constitution party,2222,652274
2012,IL,"Obama, Barack H.",democrat,3019512,5242014
2012,IL,"Romney, Mitt",republican,2135216,5242014
2012,IL,"Johnson, Gary",libertarian,56229,5242014
2012,IL,"Stein, Jill",green,30222,5242014
2012,IL,,,835,5242014
2012,IN,"Romney, Mitt",republican,1420543,2624534
2012,IN,"Obama, Barack H.",democrat,1152887,2624534
2012,IN,"Johnson, Gary",libertarian,50111,2624534
2012,IN,,,993,2624534
2012,IA,"Obama, Barack H.",democrat,822544,1582180
2012,IA,"Romney, Mitt",republican,730617,1582180
2012,IA,"Johnson, Gary",libertarian,12926,1582180
2012,IA,,,7442,1582180
2012,IA,"Stein, Jill",green,3769,1582180
2012,IA,"Goode, Virgil Hamlin, Jr.",constitution party,3038,1582180
2012,IA,,nominated by petition,1027,1582180
2012,IA,"Harris, James",socialist workers,445,1582180
2012,IA,"La Riva, Gloria Estella",socialism and liberation party,372,1582180
2012,KS,"Romney, Mitt",republican,692634,1159971
2012,KS,"Obama, Barack H.",democrat,440726,1159971
2012,KS,"Johnson, Gary",libertarian,20456,1159971
2012,KS,"Baldwin, Charles """"Chuck""""",reform party,5017,1159971
2012,KS,,,1138,1159971
2012,KY,"Romney, Mitt",republican,1087190,1797212
2012,KY,"Obama, Barack H.",democrat,679370,1797212
2012,KY,"Johnson, Gary",libertarian,17063,1797212
2012,KY,"Terry, Randall",independent,6872,1797212
2012,KY,"Stein, Jill",green,6337,1797212
2012,KY,,,380,1797212
2012,LA,"Romney, Mitt",republican,1152262,1994065
2012,LA,"Obama, Barack H.",democrat,809141,1994065
2012,LA,"Johnson, Gary",libertarian,18157,1994065
2012,LA,"Stein, Jill",green,6978,1994065
2012,LA,"Goode, Virgil Hamlin, Jr.",constitution party,2508,1994065
2012,LA,"Tittle, Sheila """"Samm""""",we the people,1767,1994065
2012,LA,"Anderson, Ross Carl """"Rocky""""",justice,1368,1994065
2012,LA,"Lindsay, Peta",socialism and liberation party,622,1994065
2012,LA,"Fellure, Lowell Jackson """"Jack""""",prohibition,518,1994065
2012,LA,"Harris, James",socialist workers,389,1994065
2012,LA,"White, Jerome """"Jerry""""",socialist equality party,355,1994065
2012,ME,"Obama, Barack H.",democrat,401306,724758
2012,ME,"Romney, Mitt",republican,292276,724758
2012,ME,Blank Vote,,11578,724758
2012,ME,"Johnson, Gary",libertarian,9352,724758
2012,ME,"Stein, Jill",green,8119,724758
2012,ME,,,2127,724758
2012,MD,"Obama, Barack H.",democrat,1677844,2707327
2012,MD,"Romney, Mitt",republican,971869,2707327
2012,MD,"Johnson, Gary",libertarian,30195,2707327
2012,MD,"Stein, Jill",green,17110,2707327
2012,MD,,,10309,2707327
2012,MA,"Obama, Barack H.",democrat,1921290,3184196
2012,MA,"Romney, Mitt",republican,1188314,3184196
2012,MA,"Johnson, Gary",libertarian,30920,3184196
2012,MA,"Stein, Jill",green-rainbow,20691,3184196
2012,MA,Blank Vote/Scattering,,16429,3184196
2012,MA,Other,,6552,3184196
2012,MI,"Obama, Barack H.",democrat,2564569,4730961
2012,MI,"Romney, Mitt",republican,2115256,4730961
2012,MI,"Stein, Jill",green,21897,4730961
2012,MI,"Goode, Virgil Hamlin, Jr.",u.s. taxpayers party,16119,4730961
2012,MI,,,7973,4730961
2012,MI,"Anderson, Ross Carl """"Rocky""""",natural law,5147,4730961
2012,MN,"Obama, Barack H.",democratic-farmer-labor,1546167,2936561
2012,MN,"Romney, Mitt",republican,1320225,2936561
2012,MN,"Johnson, Gary",libertarian,35098,2936561
2012,MN,"Stein, Jill",green,13023,2936561
2012,MN,,,10641,2936561
2012,MN,"Goode, Virgil Hamlin, Jr.",constitution party,3722,2936561
2012,MN,"Carlson, Jim",grassroots,3149,2936561
2012,MN,"Anderson, Ross Carl """"Rocky""""",justice,1996,2936561
2012,MN,"Morstad, Dean",constitutional government,1092,2936561
2012,MN,"Harris, James",socialist workers,1051,2936561
2012,MN,"Lindsay, Peta",socialism and liberation party,397,2936561
2012,MS,"Romney, Mitt",republican,710746,1285584
2012,MS,"Obama, Barack H.",democrat,562949,1285584
2012,MS,"Johnson, Gary",libertarian,6676,1285584
2012,MS,"Goode, Virgil Hamlin, Jr.",constitution party,2609,1285584
2012,MS,"Stein, Jill",green,1588,1285584
2012,MS,"Washer, Barbara Dale",reform party,1016,1285584
2012,MO,"Romney, Mitt",republican,1482440,2757323
2012,MO,"Obama, Barack H.",democrat,1223796,2757323
2012,MO,"Johnson, Gary",libertarian,43151,2757323
2012,MO,"Goode, Virgil Hamlin, Jr.",constitution party,7936,2757323
2012,MT,"Romney, Mitt",republican,267928,484048
2012,MT,"Obama, Barack H.",democrat,201839,484048
2012,MT,"Johnson, Gary",libertarian,14165,484048
2012,MT,,,116,484048
2012,NE,"Romney, Mitt",republican,475064,794379
2012,NE,"Obama, Barack H.",democrat,302081,794379
2012,NE,"Johnson, Gary",libertarian,11109,794379
2012,NE,,,3717,794379
2012,NE,,nominated by petition,2408,794379
2012,NV,"Obama, Barack H.",democrat,531373,1014918
2012,NV,"Romney, Mitt",republican,463567,1014918
2012,NV,"Johnson, Gary",libertarian,10968,1014918
2012,NV,None Of These Candidates,,5770,1014918
2012,NV,"Goode, Virgil Hamlin, Jr.",independent american,3240,1014918
2012,NH,"Obama, Barack H.",democrat,369561,710972
2012,NH,"Romney, Mitt",republican,329918,710972
2012,NH,"Johnson, Gary",libertarian,8212,710972
2012,NH,,,1698,710972
2012,NH,Scattering,,875,710972
2012,NH,"Goode, Virgil Hamlin, Jr.",constitution party,708,710972
2012,NJ,"Obama, Barack H.",democrat,2122786,3638499
2012,NJ,"Romney, Mitt",republican,1478088,3638499
2012,NJ,"Johnson, Gary",libertarian,21035,3638499
2012,NJ,"Stein, Jill",green,9886,3638499
2012,NJ,"Goode, Virgil Hamlin, Jr.",constitution party,2063,3638499
2012,NJ,"Anderson, Ross Carl """"Rocky""""",justice,1723,3638499
2012,NJ,"Boss, Jeffery",nsa did 911,1024,3638499
2012,NJ,"Harris, James",socialist workers,709,3638499
2012,NJ,"Miller, Merlin",american third position,664,3638499
2012,NJ,"Lindsay, Peta",socialism and liberation party,521,3638499
2012,NM,"Obama, Barack H.",democrat,415335,783758
2012,NM,"Romney, Mitt",republican,335788,783758
2012,NM,"Johnson, Gary",libertarian,27788,783758
2012,NM,"Stein, Jill",green,2691,783758
2012,NM,,new mexico independent party,1174,783758
2012,NM,"Goode, Virgil Hamlin, Jr.",constitution party,982,783758
2012,NY,"Obama, Barack H.",democrat,4324228,7116784
2012,NY,"Romney, Mitt",republican,2223397,7116784
2012,NY,"Romney, Mitt",conservative,262035,7116784
2012,NY,"Obama, Barack H.",working families,147643,7116784
2012,NY,Blank Vote/Void Vote/Scattering,,63881,7116784
2012,NY,"Johnson, Gary",libertarian,47092,7116784
2012,NY,"Stein, Jill",green,39856,7116784
2012,NY,"Goode, Virgil Hamlin, Jr.",constitution party,6270,7116784
2012,NY,"Lindsay, Peta",socialism and liberation party,2039,7116784
2012,NY,,,343,7116784
2012,NC,"Romney, Mitt",republican,2270395,4505372
2012,NC,"Obama, Barack H.",democrat,2178391,4505372
2012,NC,"Johnson, Gary",libertarian,44515,4505372
2012,NC,,,12071,4505372
2012,ND,"Romney, Mitt",republican,188320,322932
2012,ND,"Obama, Barack H.",democrat,124966,322932
2012,ND,"Johnson, Gary",libertarian,5238,322932
2012,ND,,,1860,322932
2012,ND,"Goode, Virgil Hamlin, Jr.",constitution party,1186,322932
2012,ND,"Stein, Jill",green,1362,322932
2012,OH,"Obama, Barack H.",democrat,2827621,5580822
2012,OH,"Romney, Mitt",republican,2661407,5580822
2012,OH,"Johnson, Gary",libertarian,49493,5580822
2012,OH,"Stein, Jill",green,18574,5580822
2012,OH,"Duncan, Richard",independent,12502,5580822
2012,OH,"Goode, Virgil Hamlin, Jr.",constitution party,8151,5580822
2012,OH,"Alexander, Stewart",socialist,2967,5580822
2012,OH,,,107,5580822
2012,OK,"Romney, Mitt",republican,891325,1334872
2012,OK,"Obama, Barack H.",democrat,443547,1334872
2012,OR,"Obama, Barack H.",democrat,970488,1789270
2012,OR,"Romney, Mitt",republican,754175,1789270
2012,OR,"Johnson, Gary",libertarian,24089,1789270
2012,OR,"Stein, Jill",pacific green,19427,1789270
2012,OR,Other,,13275,1789270
2012,OR,"Christensen, Will",constitution party,4432,1789270
2012,OR,"Anderson, Ross Carl """"Rocky""""",progressive,3384,1789270
2012,PA,"Obama, Barack H.",democrat,2990274,5742040
2012,PA,"Romney, Mitt",republican,2680434,5742040
2012,PA,"Johnson, Gary",libertarian,49991,5742040
2012,PA,"Stein, Jill",green,21341,5742040
2012,RI,"Obama, Barack H.",democrat,279677,446049
2012,RI,"Romney, Mitt",republican,157204,446049
2012,RI,"Johnson, Gary",libertarian,4388,446049
2012,RI,"Stein, Jill",green,2421,446049
2012,RI,,,1381,446049
2012,RI,"Goode, Virgil Hamlin, Jr.",constitution party,430,446049
2012,RI,"Anderson, Ross Carl """"Rocky""""",justice,416,446049
2012,RI,"Lindsay, Peta",socialism and liberation party,132,446049
2012,SC,"Romney, Mitt",republican,1071645,1964118
2012,SC,"Obama, Barack H.",democrat,865941,1964118
2012,SC,"Johnson, Gary",libertarian,16321,1964118
2012,SC,"Stein, Jill",green,5446,1964118
2012,SC,"Goode, Virgil Hamlin, Jr.",constitution party,4765,1964118
2012,SD,"Romney, Mitt",republican,210610,363815
2012,SD,"Obama, Barack H.",democrat,145039,363815
2012,SD,"Johnson, Gary",libertarian,5795,363815
2012,SD,"Goode, Virgil Hamlin, Jr.",constitution party,2371,363815
2012,TN,"Romney, Mitt",republican,1462330,2458577
2012,TN,"Obama, Barack H.",democrat,960709,2458577
2012,TN,,independent,23001,2458577
2012,TN,"Stein, Jill",green,6515,2458577
2012,TN,"Goode, Virgil Hamlin, Jr.",constitution party,6022,2458577
2012,TX,"Romney, Mitt",republican,4569843,7993851
2012,TX,"Obama, Barack H.",democrat,3308124,7993851
2012,TX,"Johnson, Gary",libertarian,88580,7993851
2012,TX,"Stein, Jill",green,24657,7993851
2012,TX,,,2647,7993851
2012,UT,"Romney, Mitt",republican,740600,1017440
